,Unnamed: 0,Temperature,Humidity Sensor,UUT1_I_S1,UUT1_I_S2,UUT1_I_S3,UUT1_I_S4,UUT2_I_S1,UUT2_I_S2,UUT2_I_S3,UUT2_I_S4,UUT3_I_S1,UUT3_I_S2,UUT3_I_S3,UUT3_I_S4,FinalConcAcetone,FinalConcCO,FinalConcEtOH
1440010,1440010,25.02000000000004,40.053314,2.3802083333333336e-08,3.340625e-08,1.7864583333333333e-08,4.721354166666666e-09,1.3036458333333336e-08,2.091927083333333e-08,1.9544270833333334e-08,4.604166666666667e-09,2.2401041666666668e-08,2.8968750000000006e-08,1.0648437500000001e-08,-7.890625e-10,9.002431004882006,8.232850845995412,19.98223166819497
1440011,1440011,25.02000000000004,40.053314,1.982552083333333e-08,2.6736979166666673e-08,1.4684895833333334e-08,3.1770833333333324e-09,9.986979166666668e-09,1.5143229166666665e-08,1.6919270833333335e-08,3.2786458333333343e-09,1.859375e-08,2.2075520833333332e-08,7.4921875e-09,-2.1171875e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440012,1440012,25.02000000000004,40.053314,1.6736979166666666e-08,2.1333333333333336e-08,1.2052083333333332e-08,2.276041666666666e-09,7.330729166666667e-09,1.0656250000000002e-08,1.5e-08,2.1145833333333324e-09,1.5255208333333336e-08,1.6255208333333335e-08,0.000000005,-3.018229166666667e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440013,1440013,25.02000000000004,40.053314,1.3825520833333334e-08,1.6763020833333333e-08,9.734375e-09,1.3776041666666667e-09,5.385416666666667e-09,6.705729166666667e-09,1.3174479166666666e-08,1.03125e-09,1.228125e-08,1.1565104166666668e-08,2.864583333333333e-09,-3.9062500000000015e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440014,1440014,25.02000000000004,40.053314,1.1648437500000002e-08,1.3044270833333332e-08,8.291666666666666e-09,7.161458333333332e-10,3.5494791666666663e-09,3.513020833333333e-09,1.1765625e-08,2.161458333333333e-10,1.0067708333333331e-08,7.5859375e-09,1.2213541666666667e-09,-4.611979166666667e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440015,1440015,25.02000000000004,40.053314,9.802083333333331e-09,1.01328125e-08,6.8984375e-09,0.0,1.9375e-09,9.869791666666667e-10,1.0609375e-08,-5.156250000000001e-10,8.125e-09,4.53125e-09,-2.9687499999999997e-10,-5.164062500000001e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440016,1440016,25.02000000000004,40.053314,8.213541666666667e-09,7.476562500000001e-09,5.864583333333333e-09,-5.416666666666667e-10,6.223958333333332e-10,-1.2057291666666664e-09,9.479166666666668e-09,-1.1692708333333334e-09,6.645833333333334e-09,1.921875e-09,-1.3203125e-09,-5.578125e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440017,1440017,25.02000000000004,40.053314,6.9453125000000015e-09,5.411458333333334e-09,4.854166666666666e-09,-1.1223958333333334e-09,-1.9010416666666664e-10,-2.890625e-09,9.0390625e-09,-1.5885416666666664e-09,5.242187500000001e-09,-1.614583333333333e-10,-2.2239583333333336e-09,-6.036458333333334e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440018,1440018,25.02000000000004,40.053314,5.8515625e-09,3.6953125e-09,4.127604166666667e-09,-1.40625e-09,-1.0833333333333331e-09,-4.3541666666666684e-09,8.255208333333334e-09,-2.125e-09,4.161458333333333e-09,-1.8828125e-09,-2.921875e-09,-6.3671874999999994e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440019,1440019,25.02000000000004,40.053314,5.0546875e-09,2.494791666666667e-09,3.575520833333333e-09,-1.8125e-09,-1.833333333333333e-09,-5.471354166666667e-09,7.924479166666667e-09,-2.5651041666666664e-09,3.247395833333333e-09,-3.0677083333333333e-09,-3.502604166666666e-09,-6.598958333333334e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440020,1440020,25.02000000000004,40.053314,4.164062500000001e-09,1.4427083333333332e-09,3.111979166666667e-09,-1.973958333333333e-09,-2.6927083333333333e-09,-6.286458333333334e-09,7.455729166666668e-09,-2.736979166666666e-09,2.450520833333333e-09,-4.1979166666666674e-09,-4.0546875e-09,-6.731770833333334e-09,9.002431004882006,8.232850845995412,19.98223166819497
1440021,1440021,25.02000000000004,40.053314,3.6145833333333343e-09,6.796875e-10,2.6744791666666667e-09,-2.1119791666666667e-09,-3.080729166666667e-09,-7.013020833333333e-09,7.0078125e-09,-3.153645833333333e-09,1.8541666666666667e-09,-5.044270833333334e-09,-4.419270833333333e-09,-6.9036458333333345e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440022,1440022,25.02000000000004,40.053314,3.1953125e-09,-9.375e-11,2.390625e-09,-2.3515625e-09,-3.3671875e-09,-7.562499999999999e-09,6.809895833333335e-09,-3.3854166666666664e-09,1.2916666666666667e-09,-5.919270833333334e-09,-4.729166666666666e-09,-7.226562500000001e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440023,1440023,25.02000000000004,40.053314,3.776041666666667e-09,7.109375000000001e-10,2.723958333333333e-09,-2.216145833333333e-09,-2.864583333333333e-09,-6.838541666666667e-09,7.075520833333333e-09,-3.1874999999999996e-09,2.015625e-09,-5.010416666666667e-09,-4.296875000000001e-09,-6.914062500000001e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440024,1440024,25.02000000000004,40.053314,4.528645833333334e-09,1.9375e-09,3.1614583333333333e-09,-1.8359374999999998e-09,-2.3411458333333333e-09,-6.002604166666666e-09,7.505208333333333e-09,-2.802083333333333e-09,2.6979166666666673e-09,-3.947916666666667e-09,-3.981770833333333e-09,-6.625e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440025,1440025,25.02000000000004,40.053314,5.502604166666667e-09,3.244791666666667e-09,3.783854166666667e-09,-1.6119791666666667e-09,-1.5885416666666664e-09,-4.9244791666666674e-09,8.002604166666668e-09,-2.3932291666666667e-09,3.7421875e-09,-2.572916666666666e-09,-3.325520833333334e-09,-6.5885416666666676e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440026,1440026,25.02000000000004,40.053314,6.692708333333333e-09,5.1666666666666674e-09,4.53125e-09,-1.15625e-09,-7.109375000000001e-10,-3.2760416666666673e-09,8.710937500000001e-09,-1.859375e-09,5.0755208333333344e-09,-4.765625e-10,-2.6640625e-09,-6.15625e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440027,1440027,25.02000000000004,40.053314,8.114583333333334e-09,7.424479166666667e-09,5.622395833333334e-09,-8.385416666666665e-10,3.046875e-10,-1.3619791666666668e-09,9.458333333333332e-09,-1.3255208333333331e-09,6.5625e-09,1.8151041666666667e-09,-1.6067708333333331e-09,-5.736979166666665e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440028,1440028,25.02000000000004,40.053314,9.96875e-09,1.01953125e-08,6.809895833333335e-09,-2.1875000000000002e-10,1.8984375e-09,9.973958333333335e-10,1.0471354166666666e-08,-5.833333333333334e-10,8.520833333333334e-09,4.7578125e-09,-3.671875e-10,-5.036458333333334e-09,8.998160609626522,8.244410423973768,20.000514115321774
1440029,1440029,25.02000000000004,40.053314,1.228125e-08,1.37578125e-08,8.398437499999999e-09,6.979166666666666e-10,3.6562500000000005e-09,4.0286458333333335e-09,1.171875e-08,1.5885416666666664e-10,1.0687500000000002e-08,8.4609375e-09,1.2395833333333335e-09,-4.466145833333333e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440030,1440030,25.02000000000004,40.053314,1.5122395833333336e-08,1.825e-08,1.05e-08,1.609375e-09,5.859375e-09,7.658854166666667e-09,1.3208333333333334e-08,1.1536458333333332e-09,1.3559895833333334e-08,1.30390625e-08,3.114583333333334e-09,-3.7239583333333326e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440031,1440031,25.02000000000004,40.053314,1.8398437500000006e-08,2.3804687500000002e-08,1.3044270833333332e-08,2.7161458333333334e-09,8.294270833333336e-09,1.2231770833333334e-08,1.5239583333333338e-08,2.221354166666666e-09,1.7158854166666668e-08,1.88203125e-08,5.520833333333333e-09,-2.666666666666667e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440032,1440032,25.02000000000004,40.053314,2.226822916666667e-08,3.0463541666666675e-08,1.5848958333333334e-08,3.971354166666666e-09,1.146875e-08,1.7830729166666672e-08,1.76484375e-08,3.5156250000000007e-09,2.11484375e-08,2.56875e-08,8.356770833333334e-09,-1.6067708333333331e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440033,1440033,25.02000000000004,40.053314,2.722395833333333e-08,3.858072916666667e-08,1.971875e-08,5.473958333333333e-09,1.5393229166666667e-08,2.4734375e-08,2.0598958333333334e-08,5.114583333333333e-09,2.6223958333333333e-08,3.3942708333333333e-08,1.2041666666666669e-08,-9.114583333333334e-11,8.999642780595844,8.24319497035079,20.02571979709938
1440034,1440034,25.02000000000004,40.053314,3.288020833333333e-08,4.8541666666666676e-08,2.396875e-08,7.367187499999999e-09,1.98203125e-08,3.28046875e-08,2.4192708333333336e-08,7.010416666666667e-09,3.215885416666667e-08,4.3960937500000004e-08,1.6377604166666672e-08,1.763020833333333e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440035,1440035,25.02000000000004,40.053314,3.959375e-08,6.014583333333334e-08,2.909635416666667e-08,9.75e-09,2.5122395833333336e-08,4.2734375e-08,2.8687500000000005e-08,9.40625e-09,3.92265625e-08,5.621875e-08,2.168229166666667e-08,3.9010416666666675e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440036,1440036,25.02000000000004,40.053314,4.733072916666668e-08,7.401302083333335e-08,3.5315104166666665e-08,1.2325520833333336e-08,3.1375e-08,5.4557291666666665e-08,3.3791666666666667e-08,1.1893229166666667e-08,4.737239583333333e-08,7.050520833333333e-08,2.8044270833333334e-08,6.299479166666667e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440037,1440037,25.02000000000004,40.053314,5.65e-08,9.025781250000001e-08,4.2903645833333335e-08,1.5492187500000006e-08,3.894010416666667e-08,6.848177083333333e-08,3.99296875e-08,1.50390625e-08,5.7013020833333336e-08,8.7359375e-08,3.5541666666666666e-08,9.328125e-09,8.999642780595844,8.24319497035079,20.02571979709938
1440038,1440038,25.02000000000004,40.053314,6.709635416666667e-08,1.0904687500000001e-07,5.1705729166666666e-08,1.911458333333333e-08,4.7299479166666666e-08,8.471875e-08,4.6986979166666675e-08,1.8614583333333333e-08,6.78828125e-08,1.0710416666666669e-07,4.4434895833333344e-08,1.2687500000000002e-08,8.999642780595844,8.24319497035079,20.02571979709938
1440039,1440039,25.02000000000004,40.053314,7.929687500000002e-08,1.3115104166666665e-07,6.203906249999999e-08,2.3411458333333333e-08,5.7421875e-08,1.0367447916666669e-07,5.5890625e-08,2.278125e-08,8.042708333333333e-08,1.2978906250000001e-07,5.497395833333335e-08,1.6640625e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440040,1440040,25.02000000000004,40.053314,9.3171875e-08,1.565390625e-07,7.397916666666667e-08,2.8455729166666673e-08,6.82890625e-08,1.254635416666667e-07,6.591666666666666e-08,2.76640625e-08,9.499739583333333e-08,1.561875e-07,6.727343750000002e-08,2.148958333333333e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440041,1440041,25.02000000000004,40.053314,1.089479166666667e-07,1.8605729166666668e-07,8.808333333333335e-08,3.405989583333333e-08,8.111458333333334e-08,1.5086979166666666e-07,7.796093749999999e-08,3.326302083333333e-08,1.1128645833333335e-07,1.870520833333334e-07,8.157291666666666e-08,2.6786458333333332e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440042,1440042,25.02000000000004,40.053314,1.2655468750000004e-07,2.194166666666667e-07,1.0430208333333335e-07,4.0638020833333344e-08,9.540625e-08,1.798072916666667e-07,9.15885416666667e-08,3.9588541666666665e-08,1.294244791666667e-07,2.2166927083333333e-07,9.826302083333334e-08,3.295572916666667e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440043,1440043,25.02000000000004,40.053314,1.462057291666667e-07,2.575807291666667e-07,1.2323177083333334e-07,4.8161458333333336e-08,1.112890625e-07,2.1299218750000005e-07,1.0771614583333337e-07,4.69609375e-08,1.496901041666667e-07,2.610260416666667e-07,1.1736979166666669e-07,3.9973958333333337e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440044,1440044,25.02000000000004,40.053314,1.67984375e-07,3.0032552083333335e-07,1.446484375e-07,5.652604166666667e-08,1.2870833333333336e-07,2.5059895833333336e-07,1.263307291666667e-07,5.5260416666666665e-08,1.724609375e-07,3.06015625e-07,1.3957812499999998e-07,4.828125e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440045,1440045,25.02000000000004,40.053314,1.916796875e-07,3.4783333333333333e-07,1.6898697916666668e-07,6.58515625e-08,1.482109375e-07,2.919713541666667e-07,1.472057291666667e-07,6.451302083333335e-08,1.972291666666667e-07,3.559791666666667e-07,1.645260416666667e-07,5.7299479166666676e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440046,1440046,25.02000000000004,40.053314,2.177057291666667e-07,4.007109375e-07,1.97e-07,7.653906250000002e-08,1.68453125e-07,3.38734375e-07,1.7118489583333332e-07,7.494010416666666e-08,2.2456770833333333e-07,4.114583333333333e-07,1.9286458333333335e-07,6.767187500000002e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440047,1440047,25.02000000000004,40.053314,2.4528645833333336e-07,4.579296875000001e-07,2.2789062500000005e-07,8.81953125e-08,1.9071875000000002e-07,3.887291666666667e-07,1.9792187500000001e-07,8.627604166666668e-08,2.533828125e-07,4.720598958333334e-07,2.246510416666667e-07,7.88359375e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440048,1440048,25.02000000000004,40.053314,2.771197916666667e-07,5.237057291666667e-07,2.6397656250000004e-07,1.0151302083333335e-07,2.1618489583333334e-07,4.4749739583333333e-07,2.2935937500000002e-07,9.953645833333334e-08,2.862265625e-07,5.424479166666668e-07,2.615260416666666e-07,9.194010416666667e-08,9.009678756772988,8.249102892189802,20.00085779232848
1440049,1440049,25.02000000000004,40.053314,3.102578125e-07,5.937005208333334e-07,3.02984375e-07,1.1578906250000001e-07,2.427265625e-07,5.099895833333333e-07,2.640182291666667e-07,1.1374479166666666e-07,3.2136197916666664e-07,6.172890625e-07,3.0205989583333334e-07,1.0598958333333333e-07,9.009678756772988,8.249102892189802,20.00085779232848
1440050,1440050,25.02000000000004,40.053314,3.464244791666667e-07,6.699114583333333e-07,3.467656250000001e-07,1.319921875e-07,2.711640625e-07,5.789947916666666e-07,3.026067708333333e-07,1.293697916666667e-07,3.59609375e-07,7.005781250000001e-07,3.471015625000001e-07,1.2161718750000001e-07,9.009678756772988,8.249102892189802,20.00085779232848
1440051,1440051,25.02000000000004,40.053314,3.8503125000000004e-07,7.525859375000001e-07,3.947473958333334e-07,1.491510416666667e-07,3.016666666666667e-07,6.530859375e-07,3.449869791666667e-07,1.4653385416666668e-07,3.999114583333334e-07,7.897291666666668e-07,3.964557291666667e-07,1.3852083333333333e-07,9.01412640255814,8.2673348034631,20.02837293245126
1440052,1440052,25.02000000000004,40.053314,4.270651041666667e-07,8.425104166666668e-07,4.4829427083333333e-07,1.6786458333333338e-07,3.349322916666667e-07,7.3475e-07,3.921067708333333e-07,1.6491927083333332e-07,4.435364583333334e-07,8.884192708333334e-07,4.5118750000000004e-07,1.570703125e-07,9.01412640255814,8.2673348034631,20.02837293245126
1440053,1440053,25.02000000000004,40.053314,3.571250000000001e-07,6.991640625e-07,3.711276041666667e-07,1.3905989583333337e-07,2.790156250000001e-07,6.087161458333334e-07,3.2576562500000005e-07,1.370651041666667e-07,3.7110677083333333e-07,7.377552083333334e-07,3.727005208333334e-07,1.2892187500000002e-07,9.01412640255814,8.2673348034631,20.02837293245126
1440054,1440054,25.02000000000004,40.053314,3.045625000000001e-07,5.909088541666667e-07,3.119375e-07,1.1704947916666668e-07,2.371432291666667e-07,5.126015625e-07,2.740807291666667e-07,1.1572395833333333e-07,3.1632552083333333e-07,6.228828125e-07,3.120937500000001e-07,1.0755729166666669e-07,9.01412640255814,8.2673348034631,20.02837293245126
1440055,1440055,25.02000000000004,40.053314,2.615651041666667e-07,5.0171875e-07,2.632786458333333e-07,9.863541666666667e-08,2.0291145833333333e-07,4.330625000000001e-07,2.3155989583333333e-07,9.794531250000003e-08,2.70828125e-07,5.278203125000001e-07,2.62296875e-07,8.956510416666669e-08,9.01412640255814,8.2673348034631,20.02837293245126
1440056,1440056,25.02000000000004,40.053314,2.25015625e-07,4.2664322916666673e-07,2.2238802083333334e-07,8.355729166666667e-08,1.737213541666667e-07,3.663802083333334e-07,1.9588281250000002e-07,8.300520833333333e-08,2.327369791666667e-07,4.477864583333334e-07,2.2003385416666665e-07,7.467708333333335e-08,9.01412640255814,8.2673348034631,20.02837293245126
1440057,1440057,25.02000000000004,40.053314,1.9412239583333333e-07,3.6330208333333337e-07,1.878125e-07,7.05859375e-08,1.4900781250000001e-07,3.0943489583333336e-07,1.657057291666667e-07,7.052083333333334e-08,1.9998958333333333e-07,3.7902343750000004e-07,1.8467708333333334e-07,6.236197916666668e-08,9.01412640255814,8.2673348034631,20.02837293245126
1440058,1440058,25.02000000000004,40.053314,1.671822916666667e-07,3.0905208333333337e-07,1.585885416666667e-07,5.970572916666666e-08,1.2732552083333334e-07,2.6106770833333334e-07,1.402265625e-07,5.951822916666666e-08,1.7188802083333333e-07,3.213984375000001e-07,1.5468229166666668e-07,5.166927083333335e-08,9.01412640255814,8.2673348034631,20.02837293245126
1440059,1440059,25.02000000000004,40.053314,1.440546875e-07,2.62078125e-07,1.3379427083333334e-07,5.0177083333333336e-08,1.0883854166666665e-07,2.200260416666667e-07,1.1839322916666669e-07,5.001822916666667e-08,1.4758333333333337e-07,2.7126822916666665e-07,1.2915364583333333e-07,4.276302083333333e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440060,1440060,25.02000000000004,40.053314,1.236484375e-07,2.217838541666667e-07,1.1240364583333333e-07,4.2330729166666676e-08,9.266145833333333e-08,1.84359375e-07,1.0024739583333333e-07,4.209114583333335e-08,1.26234375e-07,2.2805468750000002e-07,1.0741927083333333e-07,3.4893229166666667e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440061,1440061,25.02000000000004,40.053314,1.05953125e-07,1.8694270833333339e-07,9.422916666666669e-08,3.5164062500000005e-08,7.85078125e-08,1.535338541666667e-07,8.448958333333333e-08,3.5234375e-08,1.078203125e-07,1.9135677083333332e-07,8.888541666666668e-08,2.8281250000000004e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440062,1440062,25.02000000000004,40.053314,9.023958333333333e-08,1.5710156250000005e-07,7.898958333333334e-08,2.9309895833333333e-08,6.613802083333334e-08,1.2766145833333334e-07,7.129947916666669e-08,2.9216145833333332e-08,9.177083333333335e-08,1.5926302083333336e-07,7.314583333333334e-08,2.25703125e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440063,1440063,25.02000000000004,40.053314,7.733072916666669e-08,1.316953125e-07,6.589843750000001e-08,2.4283854166666673e-08,5.556250000000001e-08,1.0530989583333336e-07,6.02265625e-08,2.432291666666667e-08,7.802604166666668e-08,1.324557291666667e-07,5.982552083333334e-08,1.7700520833333334e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440064,1440064,25.02000000000004,40.053314,6.560156250000002e-08,1.1017187500000001e-07,5.49375e-08,1.9994791666666672e-08,4.650260416666667e-08,8.6625e-08,5.1072916666666674e-08,1.9927083333333336e-08,6.608333333333334e-08,1.0961458333333335e-07,4.859635416666668e-08,1.3708333333333334e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440065,1440065,25.02000000000004,40.053314,5.584895833333333e-08,9.146354166666667e-08,4.5765625e-08,1.6177083333333336e-08,3.8557291666666674e-08,7.057552083333334e-08,4.3203125e-08,1.621875e-08,5.565625e-08,8.993489583333336e-08,3.932291666666667e-08,1.0096354166666668e-08,9.008679449110762,8.25219272549563,19.991026186958248
1440066,1440066,25.02000000000004,40.053314,4.7364583333333336e-08,7.559114583333334e-08,3.8010416666666666e-08,1.3093750000000001e-08,3.173177083333333e-08,5.6778645833333345e-08,3.658854166666667e-08,1.30546875e-08,4.6828125e-08,7.321354166666669e-08,3.1067708333333336e-08,7.130208333333333e-09,9.008679449110762,8.25219272549563,19.991026186958248
1440067,1440067,25.02000000000004,40.053314,3.991666666666667e-08,6.206510416666669e-08,3.1486979166666675e-08,1.0458333333333334e-08,2.571875e-08,4.534375000000001e-08,3.10546875e-08,1.0382812500000001e-08,3.93515625e-08,5.9106770833333335e-08,2.44921875e-08,4.5182291666666675e-09,9.008679449110762,8.25219272549563,19.991026186958248
1440068,1440068,25.02000000000004,40.053314,3.3752604166666673e-08,5.089583333333334e-08,2.6020833333333334e-08,8.2890625e-09,2.0875e-08,3.5578125000000006e-08,2.64609375e-08,8.270833333333334e-09,3.2859375000000014e-08,4.737239583333333e-08,1.912760416666667e-08,2.4322916666666667e-09,9.008679449110762,8.25219272549563,19.991026186958248
1440069,1440069,25.02000000000004,40.053314,2.8164062500000002e-08,4.126822916666668e-08,2.13984375e-08,6.408854166666667e-09,1.6565104166666673e-08,2.75e-08,2.28671875e-08,6.1875e-09,2.7361979166666673e-08,3.740104166666667e-08,1.4463541666666669e-08,6.458333333333332e-10,8.99815955829399,8.263411790258234,20.011945724116647
1440070,1440070,25.02000000000004,40.061707,2.3723958333333333e-08,3.347916666666666e-08,1.7664062500000004e-08,4.731770833333333e-09,1.2927083333333336e-08,2.0734375e-08,1.9546875e-08,4.559895833333334e-09,2.2585937500000003e-08,2.915364583333333e-08,1.0575520833333332e-08,-8.411458333333331e-10,8.99815955829399,8.263411790258234,20.011945724116647
1440071,1440071,25.02000000000004,40.061707,1.986458333333333e-08,2.6763020833333337e-08,1.46484375e-08,3.3671875e-09,9.963541666666668e-09,1.5138020833333334e-08,1.69765625e-08,3.098958333333333e-09,1.8765625e-08,2.21875e-08,7.515625e-09,-2.013020833333333e-09,8.99815955829399,8.263411790258234,20.011945724116647
1440072,1440072,25.02000000000004,40.061707,1.6716145833333336e-08,2.1348958333333337e-08,1.21015625e-08,2.2109375e-09,7.3880208333333345e-09,1.0315104166666668e-08,1.4848958333333337e-08,1.841145833333333e-09,1.5317708333333334e-08,1.6348958333333335e-08,4.9296875e-09,-3.018229166666667e-09,8.99815955829399,8.263411790258234,20.011945724116647
1440073,1440073,25.02000000000004,40.061707,1.3947916666666671e-08,1.6794270833333336e-08,9.893229166666668e-09,1.2395833333333335e-09,5.242187500000001e-09,6.583333333333334e-09,1.3130208333333337e-08,9.244791666666667e-10,1.2513020833333332e-08,1.1614583333333334e-08,2.794270833333333e-09,-3.783854166666667e-09,8.99815955829399,8.263411790258234,20.011945724116647
1440074,1440074,25.02000000000004,40.061707,1.1768229166666666e-08,1.31015625e-08,8.328125000000002e-09,5.546875e-10,3.458333333333333e-09,3.3203125e-09,1.1765625e-08,1.3020833333333334e-10,1.01328125e-08,7.815104166666667e-09,1.1302083333333331e-09,-4.5911458333333344e-09,8.99815955829399,8.263411790258234,20.011945724116647
1440075,1440075,25.02000000000004,40.061707,9.893229166666668e-09,9.973958333333333e-09,6.8828125e-09,-5.729166666666667e-11,1.9375e-09,9.010416666666667e-10,1.0630208333333334e-08,-7.864583333333333e-10,8.205729166666667e-09,4.611979166666667e-09,-2.7343750000000007e-10,-5.289062500000001e-09,8.99815955829399,8.263411790258234,20.011945724116647
1440076,1440076,25.02000000000004,40.061707,8.247395833333334e-09,7.395833333333333e-09,5.731770833333333e-09,-6.666666666666666e-10,7.5e-10,-1.3880208333333335e-09,9.609375e-09,-1.2083333333333332e-09,6.5468750000000005e-09,1.940104166666666e-09,-1.3307291666666667e-09,-5.682291666666667e-09,8.99815955829399,8.263411790258234,20.011945724116647
